,protein_name,compound_name,pocket_name,pocket_com,affinity
3154,4mme,4mme,pocket_25,"85.082,12.859,48.108",3.0035505
3155,4mme,4mme,pocket_26,"58.938,38.969,26.137",1.8837416
3156,4mme,4mme,pocket_27,"109.504,37.881,14.512",1.8711281
3157,4mme,4mme,pocket_28,"113.31,24.96,51.69",1.2236052
3158,4mme,4mme,pocket_29,"110.334,13.609,54.957",3.2624927
3159,4mme,4mme,pocket_30,"84.468,10.744,-2.769",2.6728768
3160,4mme,4mme,pocket_31,"54.727,21.826,-8.23",0.88957596
3161,4mme,4mme,pocket_32,"50.91,25.83,-7.995",0.6615288
3162,4mme,4mme,pocket_33,"58.856,8.84,-10.122",3.708611
3163,4mme,4mme,pocket_34,"112.351,42.898,49.977",0.86875093
3164,4mme,4mme,pocket_35,"122.365,50.361,32.342",0.29373336
3165,4mme,4mme,pocket_36,"72.133,2.364,-19.098",2.8991337
3166,3wtj,3wtj,protein_center,"34.195,-0.749,-28.78",3.1215625
3167,3wtj,3wtj,pocket_1,"20.167,22.044,-30.495",7.5186806
3168,3wtj,3wtj,pocket_2,"8.53,-6.539,-30.352",7.651079
3169,3wtj,3wtj,pocket_3,"57.914,-10.425,-22.453",7.81534
3170,3wtj,3wtj,pocket_4,"31.766,-26.925,-24.587",7.5366325
3171,3wtj,3wtj,pocket_5,"51.236,19.131,-27.486",7.868332
3172,3wtj,3wtj,pocket_6,"42.372,-15.241,-28.809",4.241617
3173,3wtj,3wtj,pocket_7,"36.417,15.069,-31.636",3.3611286
3174,3wtj,3wtj,pocket_8,"50.338,2.091,-27.781",2.9909031
3175,3wtj,3wtj,pocket_9,"24.263,-13.127,-31.195",3.7009308
3176,3wtj,3wtj,pocket_10,"20.329,4.867,-34.195",3.2505789
3177,3wtj,3wtj,pocket_11,"45.793,16.3,-41.597",7.2897635
3178,3wtj,3wtj,pocket_12,"24.958,9.275,-40.633",5.4740963
3179,3wtj,3wtj,pocket_13,"38.385,-22.08,-38.566",7.0825815
3180,3wtj,3wtj,pocket_14,"18.166,-10.858,-41.518",6.879367
3181,3wtj,3wtj,pocket_15,"55.249,-5.416,-37.518",6.992831
3182,3wtj,3wtj,pocket_16,"22.23,12.454,-43.913",6.4121943
3183,3zt2,3zt2,protein_center,"-16.607,28.799,6.487",2.1610394
3184,3zt2,3zt2,pocket_1,"-19.925,34.94,6.37",3.6248188
3185,3zt2,3zt2,pocket_2,"-9.254,26.057,-8.363",1.4950051
3186,3zt2,3zt2,pocket_3,"-31.706,29.523,0.697",2.779348
3187,3zt2,3zt2,pocket_4,"-17.094,21.282,22.068",0.028109074
3188,3zt2,3zt2,pocket_5,"-9.768,42.526,12.576",2.3673716
3189,3zt2,3zt2,pocket_6,"-20.157,17.125,0.552",1.9819782
3190,3zt2,3zt2,pocket_7,"-5.241,24.311,12.488",2.234437
3191,3zt2,3zt2,pocket_8,"-26.882,15.175,18.728",0.4814248
3192,3zt2,3zt2,pocket_9,"0.668,30.197,-5.26",0.66900885
3193,3zt2,3zt2,pocket_10,"-39.532,31.549,8.982",3.9689054
3194,3zt2,3zt2,pocket_11,"-7.449,49.947,4.518",3.803258
3195,3uo4,3uo4,protein_center,"16.308,31.815,7.609",7.6553
3196,3uo4,3uo4,pocket_1,"5.704,29.572,6.086",7.6012774
3197,3uo4,3uo4,pocket_2,"14.414,18.661,5.792",4.3672686
3198,3uo4,3uo4,pocket_3,"-2.096,25.875,19.847",6.326093
3199,3uo4,3uo4,pocket_4,"22.128,24.995,3.528",3.1844447
3200,3uo4,3uo4,pocket_5,"-3.593,18.54,6.314",3.3807776
3201,3uo4,3uo4,pocket_6,"17.312,33.517,-4.174",3.7553706
3202,3uo4,3uo4,pocket_7,"28.809,37.106,17.175",2.0020063
3203,3uo4,3uo4,pocket_8,"6.019,11.306,13.483",5.0615606
3204,3uo4,3uo4,pocket_9,"15.584,24.511,2.046",6.7240534
3205,3uo4,3uo4,pocket_10,"6.111,16.005,22.198",4.8803244
3206,3uo4,3uo4,pocket_11,"7.01,21.145,20.866",3.4563727
3207,3uuo,3uuo,protein_center,"12.745,24.755,60.252",4.779161
3208,3uuo,3uuo,pocket_1,"7.338,11.135,44.652",7.349448
3209,3uuo,3uuo,pocket_2,"10.711,41.393,59.742",7.418685
3210,3uuo,3uuo,pocket_3,"2.227,31.201,53.655",5.933975
3211,3uuo,3uuo,pocket_4,"13.644,20.425,56.254",3.8778915
3212,3uuo,3uuo,pocket_5,"9.48,43.14,69.97",7.208658
3213,3uuo,3uuo,pocket_6,"5.307,20.466,67.624",2.9869828
3214,3uuo,3uuo,pocket_7,"3.084,25.245,44.901",6.5717316
3215,3uuo,3uuo,pocket_8,"9.224,15.307,54.486",7.159954
3216,3uuo,3uuo,pocket_9,"21.911,6.668,39.305",3.1765263
3217,3uuo,3uuo,pocket_10,"10.806,11.505,71.96",1.9608287
3218,3uuo,3uuo,pocket_11,"-4.534,18.829,60.838",4.638502
3219,3uuo,3uuo,pocket_12,"-3.144,35.458,64.922",6.261445
3220,3uuo,3uuo,pocket_13,"-4.618,-5.067,59.205",0.26788354
3221,3uuo,3uuo,pocket_14,"15.052,56.062,83.132",2.8542705
3222,3ryj,3ryj,protein_center,"11.353,-2.455,15.917",7.9409676
3223,3ryj,3ryj,pocket_1,"16.545,2.398,13.837",7.974248
3224,3ryj,3ryj,pocket_2,"25.876,-5.572,6.961",3.102385
3225,4j21,4j21,protein_center,"-10.461,-1.511,17.264",7.843852
3226,4j21,4j21,pocket_1,"-13.897,6.412,13.161",7.7390995
3227,4j21,4j21,pocket_2,"-24.234,3.158,18.128",6.9159145
3228,4j21,4j21,pocket_3,"-1.946,8.342,25.861",4.9152236
3229,4j21,4j21,pocket_4,"0.404,-13.551,20.896",1.8363184
3230,4j21,4j21,pocket_5,"2.788,7.766,28.076",3.493227
3231,4j21,4j21,pocket_6,"-7.559,-8.935,26.757",4.6025167
3232,4mrw,4mrw,protein_center,"13.467,-17.448,-20.068",2.4693413
3233,4mrw,4mrw,pocket_1,"8.916,-29.013,-31.493",3.644967
3234,4mrw,4mrw,pocket_2,"12.936,-1.657,-22.143",3.110265
3235,4mrw,4mrw,pocket_3,"5.082,-22.323,-11.074",1.3117676
3236,4mrw,4mrw,pocket_4,"8.939,1.064,-9.001",2.59185
3237,4mrw,4mrw,pocket_5,"4.891,-16.219,-34.544",3.7595582
3238,4mrw,4mrw,pocket_6,"15.078,-37.158,-5.106",0.9650854
3239,4mrw,4mrw,pocket_7,"21.46,-27.816,-21.818",1.5501976
3240,4mrw,4mrw,pocket_8,"-4.314,-21.204,-18.878",2.1573248
3241,4mrw,4mrw,pocket_9,"24.884,10.631,4.633",1.4765873
3242,4mrw,4mrw,pocket_10,"1.145,-46.525,-32.714",2.0496254
3243,4mrw,4mrw,pocket_11,"23.715,-43.974,-35.687",1.8592937
3244,4mrw,4mrw,pocket_12,"9.092,11.556,-31.094",0.76355183
3245,4mrw,4mrw,pocket_13,"21.799,-33.785,-43.033",1.4060662
3246,4mrw,4mrw,pocket_14,"28.116,-5.486,-22.595",1.9013366
3247,4mrw,4mrw,pocket_15,"10.456,-30.359,-46.563",3.1155686
3248,4mrw,4mrw,pocket_16,"-2.603,-7.393,-13.445",1.0896611
3249,4mrw,4mrw,pocket_17,"17.025,-53.436,-28.347",0.93096757
3250,3u8k,3u8k,protein_center,"86.931,78.388,-7.001",8.145066
3251,3u8k,3u8k,pocket_1,"82.775,70.485,-10.698",8.050179
3252,3u8k,3u8k,pocket_2,"84.997,87.879,-8.587",5.364237
3253,3u8k,3u8k,pocket_3,"85.303,72.858,4.895",4.211506
3254,3u8k,3u8k,pocket_4,"96.021,74.439,-12.919",7.0138884
3255,3u8k,3u8k,pocket_5,"74.623,79.763,-9.253",7.1940584
3256,3u8k,3u8k,pocket_6,"86.547,66.446,19.222",4.1683593
3257,3u8k,3u8k,pocket_7,"82.821,88.179,-13.125",4.385284
3258,3u8k,3u8k,pocket_8,"92.326,100.454,-10.557",2.5398018
3259,3u8k,3u8k,pocket_9,"89.364,62.928,-9.44",8.405006
3260,3u8k,3u8k,pocket_10,"75.095,70.488,12.727",2.2956886
3261,4kzq,4kzq,protein_center,"-1.41,24.953,-14.618",6.851838
3262,4kzq,4kzq,pocket_1,"-5.422,30.414,-14.385",7.012842
3263,4kzq,4kzq,pocket_2,"14.273,5.287,-15.964",7.0028095
3264,4kzq,4kzq,pocket_3,"8.089,22.852,-22.36",1.853893
3265,4kzq,4kzq,pocket_4,"8.839,33.495,-14.296",4.8918676
3266,4kzq,4kzq,pocket_5,"7.148,42.892,-28.058",2.629516
3267,4kzq,4kzq,pocket_6,"18.989,14.865,-11.127",5.7584124
3268,4kzq,4kzq,pocket_7,"-3.047,20.334,-19.264",5.278925
3269,4kzq,4kzq,pocket_8,"-10.823,10.196,-8.647",1.5104952
3270,4kzq,4kzq,pocket_9,"-15.244,28.583,-17.464",5.7778444
3271,4kzq,4kzq,pocket_10,"-8.986,57.479,-21.474",1.9168298
3272,4kzq,4kzq,pocket_11,"-10.955,48.479,-27.443",4.1812577
3273,4kzq,4kzq,pocket_12,"7.312,-4.46,-2.802",4.863953
3274,4kzq,4kzq,pocket_13,"11.161,30.615,-22.756",2.581449
3275,3tsk,3tsk,protein_center,"7.891,15.527,2.531",8.676646
3276,3tsk,3tsk,pocket_1,"9.328,24.321,0.123",8.325492
3277,3tsk,3tsk,pocket_2,"21.403,16.176,-1.307",4.3923216
3278,3tsk,3tsk,pocket_3,"3.529,11.752,14.269",6.63694
3279,3tsk,3tsk,pocket_4,"6.698,19.571,-8.831",6.541795
3280,3tsk,3tsk,pocket_5,"-1.0,21.079,8.198",8.0829935
3281,3tsk,3tsk,pocket_6,"-1.716,20.8,-5.057",7.521208
3282,4msc,4msc,protein_center,"12.946,24.055,57.996",4.4293327
3283,4msc,4msc,pocket_1,"6.758,10.672,42.453",6.7835274
3284,4msc,4msc,pocket_2,"12.259,40.034,55.502",5.152671
3285,4msc,4msc,pocket_3,"8.11,41.9,69.663",4.086541
3286,4msc,4msc,pocket_4,"13.879,20.268,54.993",3.3016534
3287,4msc,4msc,pocket_5,"5.399,25.113,43.225",6.6175213
3288,4msc,4msc,pocket_6,"-4.873,16.773,61.094",1.4067664
3289,4msc,4msc,pocket_7,"8.473,14.29,52.949",6.0162754
3290,4msc,4msc,pocket_8,"17.357,3.19,72.456",2.5865042
3291,4msc,4msc,pocket_9,"11.044,53.033,49.204",1.8107109
3292,4msc,4msc,pocket_10,"19.599,18.513,55.816",4.150985
3293,4msc,4msc,pocket_11,"11.516,18.932,71.401",2.9733508
3294,4msc,4msc,pocket_12,"2.066,28.506,52.451",4.206732
3295,4msc,4msc,pocket_13,"6.104,19.373,66.222",2.6489284
3296,4msc,4msc,pocket_14,"24.82,54.235,82.318",2.4291537
3297,4msc,4msc,pocket_15,"-3.481,35.697,62.9",1.216311
3298,3rsx,3rsx,protein_center,"67.07,46.987,-0.771",3.5816805
3299,3rsx,3rsx,pocket_1,"68.084,49.728,8.976",3.318454
3300,3rsx,3rsx,pocket_2,"76.576,38.807,-7.154",1.5127347
3301,3rsx,3rsx,pocket_3,"74.048,44.838,-1.131",2.7759902
3302,3rsx,3rsx,pocket_4,"74.939,48.328,-14.275",1.8487176
3303,3rsx,3rsx,pocket_5,"46.331,31.973,-0.696",1.2197262
3304,3rsx,3rsx,pocket_6,"49.796,36.783,15.552",0.8292365
3305,3zso,3zso,protein_center,"-16.591,28.734,-6.603",2.9914703
3306,3zso,3zso,pocket_1,"-20.095,34.575,-6.69",5.405733
3307,3zso,3zso,pocket_2,"-31.791,29.455,-12.866",4.060192
3308,3zso,3zso,pocket_3,"-10.317,42.814,-0.511",4.6052475
3309,3zso,3zso,pocket_4,"-17.235,21.119,8.538",1.8053768
3310,3zso,3zso,pocket_5,"-9.778,25.488,-22.166",1.9296986
3311,3zso,3zso,pocket_6,"-19.954,17.301,-12.66",4.385491
3312,3zso,3zso,pocket_7,"-0.272,30.302,-19.067",2.1099164
3313,3zso,3zso,pocket_8,"-26.605,14.801,5.149",2.3369246
3314,3zso,3zso,pocket_9,"-5.909,24.415,-0.337",2.951697
3315,3zso,3zso,pocket_10,"-39.876,31.231,-4.771",5.2741156
3316,3zso,3zso,pocket_11,"-7.09,50.189,-8.502",5.159107
3317,4f09,4f09,protein_center,"5.99,4.547,16.062",7.6277637
3318,4f09,4f09,pocket_1,"9.1,5.898,7.522",7.5287666
3319,4f09,4f09,pocket_2,"-3.555,-7.298,8.683",1.9311633
3320,4f09,4f09,pocket_3,"10.875,-5.104,16.417",3.4261823
3321,4f09,4f09,pocket_4,"-9.14,7.596,22.533",1.6409204
3322,4f09,4f09,pocket_5,"17.975,14.243,-2.401",4.391308
3323,4f09,4f09,pocket_6,"0.238,-8.18,22.84",0.8403349
3324,4f09,4f09,pocket_7,"7.512,14.096,30.537",2.9966161
3325,4f09,4f09,pocket_8,"6.185,-13.786,11.461",1.9879315
3326,4f09,4f09,pocket_9,"6.773,11.65,9.122",7.545294
3327,4f09,4f09,pocket_10,"15.712,26.244,5.172",3.5537798
3328,4j3l,4j3l,protein_center,"-1.554,-10.387,-17.182",8.358646
3329,4j3l,4j3l,pocket_1,"4.93,-13.241,-11.302",8.298091
3330,4j3l,4j3l,pocket_2,"10.704,-16.242,-18.085",7.4724045
3331,4j3l,4j3l,pocket_3,"3.539,-24.529,-18.12",6.591959
3332,4j3l,4j3l,pocket_4,"-14.058,-0.833,-20.256",2.188633
3333,4j3l,4j3l,pocket_5,"8.794,-1.755,-26.082",5.181097
3334,4j3l,4j3l,pocket_6,"-8.38,-7.484,-27.148",4.425521
3335,4j3l,4j3l,pocket_7,"5.797,8.059,-14.295",2.4337933
3336,4j3l,4j3l,pocket_8,"-5.545,-7.876,-2.836",8.165703
3337,4abg,4abg,protein_center,"-18.574,-4.22,8.101",2.6109462
3338,4abg,4abg,pocket_1,"-24.415,2.744,12.281",2.8638575
3339,4abg,4abg,pocket_2,"-20.486,9.534,4.761",3.2853403
3340,4abg,4abg,pocket_3,"-29.51,-18.189,11.77",0.07397008
3341,4abg,4abg,pocket_4,"-16.907,-14.352,19.371",0.8271235
3342,4abg,4abg,pocket_5,"-8.077,8.66,12.594",3.1620727
3343,4abg,4abg,pocket_6,"-25.903,-8.75,15.251",2.1906447
3344,4jfs,4jfs,protein_center,"-17.171,-5.158,8.816",2.0611167
3345,4jfs,4jfs,pocket_1,"-25.126,-17.653,-14.701",6.59797
3346,4jfs,4jfs,pocket_2,"-16.934,11.602,33.423",6.5973377
3347,4jfs,4jfs,pocket_3,"-17.389,22.54,26.745",5.6736155
3348,4jfs,4jfs,pocket_4,"-34.099,-24.709,-8.398",5.486305
3349,4jfs,4jfs,pocket_5,"-13.578,-5.099,50.359",1.9250503
3350,4jfs,4jfs,pocket_6,"-13.78,-9.214,-33.266",1.8787333
3351,4jfs,4jfs,pocket_7,"-27.768,4.04,42.615",1.7231486
3352,4jfs,4jfs,pocket_8,"-6.967,-15.7,-10.216",4.4181666
3353,4jfs,4jfs,pocket_9,"-26.649,-3.617,-23.707",1.9786798
3354,4jfs,4jfs,pocket_10,"-7.644,-4.317,26.46",4.431923
3355,4jfs,4jfs,pocket_11,"-8.388,-9.673,8.974",1.7976137
3356,4jfs,4jfs,pocket_12,"-29.46,-5.958,10.772",1.8273811
3357,4jfs,4jfs,pocket_13,"-28.39,-0.371,7.495",1.1289463
3358,4jfs,4jfs,pocket_14,"-32.509,-2.337,6.382",2.4880722
3359,4jfs,4jfs,pocket_15,"-21.536,18.329,12.572",1.9437306
3360,4jfs,4jfs,pocket_16,"-35.623,20.99,21.512",1.3950255
3361,4jfs,4jfs,pocket_17,"-29.791,-11.319,-16.59",7.3738794
3362,4jfs,4jfs,pocket_18,"-15.492,-3.092,10.299",2.7162902
3363,4jfs,4jfs,pocket_19,"-35.236,13.415,17.034",2.084816
3364,4jfs,4jfs,pocket_20,"-23.244,5.836,-6.007",1.0687122
3365,4jfs,4jfs,pocket_21,"-1.213,-15.052,-26.531",0.54121614
3366,4jfs,4jfs,pocket_22,"-30.176,-12.901,39.048",2.4408808
3367,4jfs,4jfs,pocket_23,"-4.609,6.1,31.197",6.7107563
3368,4jfs,4jfs,pocket_24,"-13.874,-24.372,-14.677",6.5596113
3369,4jfs,4jfs,pocket_25,"4.952,-5.783,-31.541",1.5131228
3370,4rfm,4rfm,protein_center,"8.62,0.21,12.977",9.121408
3371,4rfm,4rfm,pocket_1,"15.027,1.012,5.179",9.208399
3372,4rfm,4rfm,pocket_2,"11.004,-9.747,12.954",7.140546
3373,4rfm,4rfm,pocket_3,"19.769,15.648,4.678",8.347988
3374,4rfm,4rfm,pocket_4,"16.918,8.993,-9.214",3.3142996
3375,4rfm,4rfm,pocket_5,"7.019,-3.993,-2.711",6.425436
3376,4rfm,4rfm,pocket_6,"15.494,-3.82,33.306",3.3987603
3377,4cra,4cra,protein_center,"-28.686,-43.108,-10.478",9.36077
3378,4cra,4cra,pocket_1,"-23.126,-51.13,-12.183",9.07699
3379,4cra,4cra,pocket_2,"-20.252,-32.443,-17.827",2.5123158
3380,4cra,4cra,pocket_3,"-23.29,-33.845,1.522",2.5112364
3381,4cra,4cra,pocket_4,"-39.986,-33.996,-14.97",3.574646
3382,4cra,4cra,pocket_5,"-31.524,-37.706,-26.773",2.1990788
3383,3n7a,3n7a,protein_center,"43.092,7.095,27.869",4.427095
3384,3n7a,3n7a,pocket_1,"37.954,13.177,50.464",2.361262
3385,3n7a,3n7a,pocket_2,"28.44,13.974,6.786",2.840238
3386,3n7a,3n7a,pocket_3,"40.266,11.588,36.933",2.8014371
3387,3n7a,3n7a,pocket_4,"45.16,6.53,24.213",4.1528883
3388,3n7a,3n7a,pocket_5,"35.848,22.019,10.396",2.616256
3389,3n7a,3n7a,pocket_6,"39.848,-0.123,52.766",2.4601915
3390,3n7a,3n7a,pocket_7,"56.068,3.03,30.9",2.7949147
3391,3n7a,3n7a,pocket_8,"32.383,4.088,18.924",2.0758524
3392,3n7a,3n7a,pocket_9,"29.97,17.743,-6.692",2.529155
3393,4f3c,4f3c,protein_center,"-22.824,-1.154,15.206",7.117652
3394,4f3c,4f3c,pocket_1,"-24.028,-12.815,4.85",7.6190357
3395,4f3c,4f3c,pocket_2,"-10.606,-10.81,16.447",8.990889
3396,4f3c,4f3c,pocket_3,"-35.548,-1.457,5.94",9.800777
3397,4f3c,4f3c,pocket_4,"-26.24,8.33,9.43",5.3895655
3398,4f3c,4f3c,pocket_5,"-18.995,-5.491,25.165",5.602246
3399,4f3c,4f3c,pocket_6,"-14.399,-7.006,25.427",8.689745
3400,4de1,4de1,protein_center,"20.573,71.436,3.966",3.1298552
3401,4de1,4de1,pocket_1,"30.444,91.945,-7.732",4.7988477
3402,4de1,4de1,pocket_2,"-4.762,53.805,11.488",4.6835146
3403,4de1,4de1,pocket_3,"-2.299,70.153,6.36",2.6775231
3404,4de1,4de1,pocket_4,"23.058,67.636,2.575",1.6245745
3405,4de1,4de1,pocket_5,"5.986,50.537,35.056",1.4261318
3406,4de1,4de1,pocket_6,"43.721,96.918,-11.858",1.9248273
3407,4de1,4de1,pocket_7,"30.788,80.995,5.866",3.0837574
3408,4de1,4de1,pocket_8,"9.612,48.198,14.623",2.3137882
3409,4de1,4de1,pocket_9,"-5.593,71.564,29.058",1.9815046
3410,4de1,4de1,pocket_10,"-9.661,69.006,28.328",1.9532607
3411,4de1,4de1,pocket_11,"24.388,69.785,-14.38",2.086945
3412,4de1,4de1,pocket_12,"41.535,79.987,-28.919",1.2636633
3413,4f9w,4f9w,protein_center,"6.885,3.384,16.373",7.98526
3414,4f9w,4f9w,pocket_1,"-2.251,0.449,21.523",7.548333
3415,4f9w,4f9w,pocket_2,"9.401,-9.391,29.055",1.7076186
3416,4f9w,4f9w,pocket_3,"24.443,15.26,9.746",4.16597
3417,4f9w,4f9w,pocket_4,"-17.888,-2.367,9.862",3.126664
3418,4f9w,4f9w,pocket_5,"17.153,0.034,5.58",0.88076675
3419,4f9w,4f9w,pocket_6,"-2.653,-8.523,12.765",8.1378145
3420,4f9w,4f9w,pocket_7,"10.196,-14.337,15.328",2.9357002
3421,4f9w,4f9w,pocket_8,"-9.559,6.004,28.429",6.976901
3422,4f9w,4f9w,pocket_9,"4.371,8.056,8.937",4.870204
3423,4f9w,4f9w,pocket_10,"4.11,8.41,22.682",7.6861105
3424,4f9w,4f9w,pocket_11,"12.129,-15.487,23.99",1.5826824
3425,4f9w,4f9w,pocket_12,"25.898,4.482,28.896",3.8107977
3426,4f9w,4f9w,pocket_13,"7.12,12.576,24.588",2.6319401
3427,3arp,3arp,protein_center,"-1.17,-9.237,23.985",5.8961926
3428,3arp,3arp,pocket_1,"13.949,-8.715,22.059",6.7300215
3429,3arp,3arp,pocket_2,"-17.725,-1.51,35.601",2.502477
3430,3arp,3arp,pocket_3,"-17.149,-19.458,29.984",2.0551443
3431,3arp,3arp,pocket_4,"18.797,11.091,19.743",3.395011
3432,3arp,3arp,pocket_5,"7.17,8.043,7.088",5.4072733
3433,3arp,3arp,pocket_6,"-0.341,7.17,21.203",5.3240404
3434,3arp,3arp,pocket_7,"-9.845,-14.633,12.466",1.7583424
3435,3arp,3arp,pocket_8,"-15.668,-13.657,22.227",1.3014534
3436,3arp,3arp,pocket_9,"8.95,-18.836,41.273",3.369701
3437,3arp,3arp,pocket_10,"16.981,-12.433,-1.311",4.988347
3438,3arp,3arp,pocket_11,"-8.044,-18.829,39.028",4.880422
3439,3arp,3arp,pocket_12,"12.003,-11.484,-4.042",3.9646351
3440,3arp,3arp,pocket_13,"-9.664,-4.819,10.357",1.9226135
3441,3arp,3arp,pocket_14,"-0.754,6.46,6.116",3.2517836
3442,3arp,3arp,pocket_15,"-1.546,-11.901,41.08",4.305001
3443,3arp,3arp,pocket_16,"-4.225,-18.409,28.659",4.6765585
3444,3prs,3prs,protein_center,"3.96,-0.148,5.908",8.350751
3445,3prs,3prs,pocket_1,"-1.524,3.777,9.369",8.1401825
3446,3prs,3prs,pocket_2,"12.384,-12.421,-2.116",3.4131262
3447,3prs,3prs,pocket_3,"-8.802,13.3,-1.62",5.846281
3448,3prs,3prs,pocket_4,"-9.376,-4.312,5.168",7.5106096
3449,3prs,3prs,pocket_5,"6.01,10.82,-7.22",4.3900223
3450,3prs,3prs,pocket_6,"18.58,5.542,14.298",2.579436
3451,3prs,3prs,pocket_7,"-7.941,1.451,-0.09",7.875452
3452,3prs,3prs,pocket_8,"7.883,-10.933,-4.099",3.1266494
3453,3prs,3prs,pocket_9,"-18.617,8.106,-6.193",2.8556964
3454,3prs,3prs,pocket_10,"-0.207,4.084,-19.581",2.9486122
3455,3prs,3prs,pocket_11,"9.595,-1.643,19.145",5.440365
3456,3prs,3prs,pocket_12,"15.532,2.203,11.456",6.025307
3457,3rlr,3rlr,protein_center,"23.03,3.219,34.711",2.83566
3458,3rlr,3rlr,pocket_1,"22.598,3.992,35.097",3.7668312
3459,3rlr,3rlr,pocket_2,"31.196,0.09,16.88",7.955756
3460,3rlr,3rlr,pocket_3,"14.639,-0.865,50.976",7.6623144
3461,3rlr,3rlr,pocket_4,"15.515,4.968,58.497",7.8993073
3462,3rlr,3rlr,pocket_5,"22.668,3.967,59.229",6.3267965
3463,3rlr,3rlr,pocket_6,"-3.102,2.063,51.028",3.5114202
3464,5aba,5aba,protein_center,"113.777,87.489,-30.275",1.3160508
3465,5aba,5aba,pocket_1,"122.549,78.327,-18.981",2.5771606
3466,5aba,5aba,pocket_2,"116.879,84.263,-30.498",1.5094607
3467,5aba,5aba,pocket_3,"137.967,88.758,-39.076",2.1950378
3468,5aba,5aba,pocket_4,"105.358,81.13,-39.315",2.3554862
3469,5aba,5aba,pocket_5,"91.789,69.904,-17.83",2.611927
3470,5aba,5aba,pocket_6,"132.898,103.605,-29.29",4.4432526
3471,5aba,5aba,pocket_7,"92.804,93.07,-42.183",4.739913
3472,5aba,5aba,pocket_8,"125.721,102.901,-42.737",4.5022545
3473,5aba,5aba,pocket_9,"117.813,94.352,-39.014",3.7490604
3474,5aba,5aba,pocket_10,"100.61,94.59,-29.94",4.6297646
3475,5aba,5aba,pocket_11,"107.997,88.899,-27.602",1.7727144
3476,5aba,5aba,pocket_12,"121.302,98.718,-23.719",1.7313392
3477,5aba,5aba,pocket_13,"138.439,97.0,-26.778",2.7818995
3478,5aba,5aba,pocket_14,"127.605,107.083,-30.705",4.0210047
3479,5aba,5aba,pocket_15,"94.562,98.282,-30.791",4.1903152
3480,4ddk,4ddk,protein_center,"-8.625,-11.272,-18.702",1.7289867
3481,4ddk,4ddk,pocket_1,"-17.839,-1.552,-3.238",3.0628529
3482,4ddk,4ddk,pocket_2,"-3.465,-22.849,-35.42",2.894985
3483,4ddk,4ddk,pocket_3,"-14.232,-21.494,-6.457",1.5539253
3484,4ddk,4ddk,pocket_4,"6.48,-4.561,-15.557",1.7892032
3485,4ddk,4ddk,pocket_5,"-9.365,-13.884,2.064",2.42655
3486,4ddk,4ddk,pocket_6,"2.166,-19.116,-12.496",1.4582169
3487,4ddk,4ddk,pocket_7,"-4.623,-7.59,-40.539",2.4693744
3488,4ddk,4ddk,pocket_8,"-15.229,-22.097,-22.392",1.0660961
3489,4ddk,4ddk,pocket_9,"-19.552,-4.227,-56.586",1.8909692
3490,4ddk,4ddk,pocket_10,"-23.229,-3.279,7.78",3.1591043
3491,4j28,4j28,protein_center,"-17.271,-5.119,8.676",2.5624425
3492,4j28,4j28,pocket_1,"-17.181,15.166,31.287",6.8885555
3493,4j28,4j28,pocket_2,"-25.204,-17.802,-14.812",6.48934
3494,4j28,4j28,pocket_3,"-7.124,-15.752,-10.08",4.0897794
3495,4j28,4j28,pocket_4,"-13.864,-5.143,49.922",1.2800621
3496,4j28,4j28,pocket_5,"-34.89,-22.312,-8.491",6.0222006
3497,4j28,4j28,pocket_6,"-7.608,-4.22,26.302",2.9660242
3498,4j28,4j28,pocket_7,"-13.161,-9.306,-33.107",0.86395025
3499,4j28,4j28,pocket_8,"-8.527,-9.454,9.197",2.4587824
3500,4j28,4j28,pocket_9,"-32.541,-26.366,-7.675",5.8805265
3501,4j28,4j28,pocket_10,"-28.842,-6.063,10.715",2.6704233
3502,4j28,4j28,pocket_11,"-19.266,-10.405,12.696",1.668152
3503,4j28,4j28,pocket_12,"-32.599,-2.405,6.229",2.4833043
3504,4j28,4j28,pocket_13,"-9.316,19.562,36.958",5.958527
3505,4j28,4j28,pocket_14,"-1.028,-15.63,-26.466",0.7367542
3506,4j28,4j28,pocket_15,"-27.228,-31.071,-18.171",5.431678
3507,4j28,4j28,pocket_16,"-0.863,-3.899,23.173",0.08522177
3508,4j28,4j28,pocket_17,"-5.269,5.829,31.219",6.329682
3509,4j28,4j28,pocket_18,"-0.732,21.923,21.231",3.614704
3510,3u9q,3u9q,protein_center,"9.126,-1.003,14.061",4.5151706
3511,3u9q,3u9q,pocket_1,"6.566,-1.782,20.853",4.405885
3512,3u9q,3u9q,pocket_2,"4.611,2.637,-0.013",2.148148
3513,3u9q,3u9q,pocket_3,"5.14,17.75,10.752",1.5009325
3514,3u9q,3u9q,pocket_4,"11.168,-16.687,10.494",2.5403957
3515,3u9q,3u9q,pocket_5,"11.154,-18.233,22.841",1.8142833
3516,3u9q,3u9q,pocket_6,"22.604,-7.098,-1.255",2.050913
3517,3u9q,3u9q,pocket_7,"-0.207,7.828,8.952",3.8725328
3518,3u9q,3u9q,pocket_8,"-1.506,10.349,22.198",4.8712416
3519,3u9q,3u9q,pocket_9,"13.102,12.051,23.576",2.9273622
3520,3twp,3twp,protein_center,"78.62,50.237,59.741",2.9266393
